id,variant_group,variant_num,chapter,chapter_label,chapter_name,chapter_icon,topic,topic_label,topic_icon,cat,pts,millionaire_val,difficulty,bloom_level,type,standard,learning_objective,tags,enabled,context_paragraph,reaction_equation,reaction_type,data_table,visual_type,visual_params,visual_type_2,visual_params_2,q,option_a,option_b,option_c,option_d,answer,answer_raw,answer_display,answer_sig_figs,tolerance,unit,answer_unit_type,given_keys,given_vals_display,randomizer_type,hint,sol_1,sol_2,sol_3,sol_4,notes,image_url,xp_value,time_limit,true_false_stmt,tf_answer,distractor_note,explanation,
mc_044,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,800,3000,medium,apply,mc,,,,,,,,,,,,,Which is the strongest base in water? ,OH-,NH3,CH3COO-,Cl-,A,OH-,OH-,,,,,,,,,Strong bases fully produce OH-,,,,,https://,2,0,,,,Leveling effect in water.,
mc_045,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,1000,5000,hard,apply,mc,,,,,,,,,,,,,For a weak base B + H2O ⇌ BH+ + OH- a larger Kb means,greater [OH-] at equilibrium,smaller [OH-],no effect,lower pH,A,greater [OH-] at equilibrium,greater [OH-] at equilibrium,,,,,,,,,Larger Kb = stronger base more dissociation,,,,,https://,2,0,,,,Kb measures base strength.,
mc_046,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,200,1000,easy,remember,mc,,,,,,,,,,,,,Kw at 25°C equals,1.0 × 10^{-14},1.0 × 10^{-7},1,14,A,1.0 × 10^{-14},1.0 × 10^{-14},,,,,,,,,Kw = [H3O+][OH-],,,,,https://,2,0,,,,Autoionization constant (mistake: confuses with [H+] in neutral water).,
mc_047,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,400,2000,medium,remember,mc,,,,,,,,,,,,,For conjugate pair Ka × Kb =,Kw,1,Kw^2,14,A,Kw,Kw,,,,,,,,,Relationship for conjugates,,,,,https://,2,0,,,,Ka Kb = Kw (common error: =1 or Kw^2).,
mc_048,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,600,2500,medium,apply,mc,,,,,,,,,,,,,A larger Ka means the acid is,stronger,weaker,neutral,amphoteric,A,stronger,stronger,,,,,,,,,Greater dissociation,,,,,https://,2,0,,,,Ka measures extent of ionization.,
mc_049,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,800,3000,medium,apply,mc,,,,,,,,,,,,,If Ka for HF is 6.8 × 10^{-4} then Kb for F- is,Kw / Ka ≈ 1.5 × 10^{-11},Ka / Kw,6.8 × 10^{-4},Kw × Ka,A,Kw / Ka ≈ 1.5 × 10^{-11},Kw / Ka,,,,,,,,,Conjugate relationship,,,,,https://,2,0,,,,Calculate Kb from Ka.,
mc_050,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,1000,5000,hard,apply,mc,,,,,,,,,,,,,In pure water at 25°C the autoionization produces equal [H3O+] and [OH-] of,1.0 × 10^{-7} M,1.0 × 10^{-14} M,1.0 M,10^{-7} Kw,A,1.0 × 10^{-7} M,1.0 × 10^{-7} M,,,,,,,,,From Kw = 10^{-14},,,,,https://,2,0,,,,Neutral water concentrations.,
mc_051,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,200,1000,easy,remember,mc,,,,,,,,,,,,,pH of 0.01 M HCl (strong acid) is,2,1,7,12,A,2,2,,,,,,,,,[H+] = 0.01 so pH = 2,,,,,https://,2,0,,,,Strong acid: pH = -log[acid] (mistake: forget log).,
mc_052,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,400,2000,medium,apply,mc,,,,,,,,,,,,,pOH of 0.001 M NaOH (strong base) is,3,11,7,1,A,3,3,,,,,,,,,[OH-] = 0.001 pOH = 3,,,,,https://,2,0,,,,Strong base pOH = -log[base].,
mc_053,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,600,2500,medium,apply,mc,,,,,,,,,,,,,For 0.050 M HNO3 the pH is approximately,1.3,1,2.3,12.7,A,1.3,1.3,,,,,,,,,-log(0.05) = 1.30,,,,,https://,2,0,,,,Requires calculator for precise log (common: round wrong).,
mc_054,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,800,3000,medium,apply,mc,,,,,,,,,,,,,A solution with pH = 2 has [H+] =,0.01 M,0.1 M,10^{-2} M both A and C but choose,10 M,A,0.01 M or 10^{-2} M,0.01 M,,,,,,,,,[H+] = 10^{-pH},,,,,https://,2,0,,,,pH to concentration conversion.,
mc_055,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,1000,5000,hard,apply,mc,,,,,,,,,,,,,What is the pH of 2.0 × 10^{-3} M KOH?,11.3,2.7,3,10.70? Wait  pOH = -log(0.002) ≈ 2.70 pH=11.30,A,11.3,11.3,,,,,,,,,pOH first then 14 - pOH,,,,,https://,2,0,,,,Strong base calculation with sig figs.,
mc_056,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,lechatelier,Le Chatelier’s Principle,⚖️,Le Chatelier’s Principle,200,1000,easy,remember,mc,,,,,,,,,,,,,Adding a product to a system at equilibrium causes the reaction to shift,toward reactants,toward products,no shift,stops the forward reaction,A,toward reactants,toward reactants,,,,,,,,,System consumes added product,,,,,https://,2,0,,,,Common mistake: thinking it always shifts right.,
mc_057,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,lechatelier,Le Chatelier’s Principle,⚖️,Le Chatelier’s Principle,400,2000,medium,apply,mc,,,,,,,,,,,,,For 2NO2(g) ⇌ N2O4(g) decreasing volume (increasing pressure) shifts equilibrium,toward products,toward reactants,no effect,depends on temperature,A,toward products,toward products,,,,,,,,,Fewer gas moles on right,,,,,https://,2,0,,,,Pressure favors side with fewer moles of gas.,
mc_058,,3,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,lechatelier,Le Chatelier’s Principle,⚖️,Le Chatelier’s Principle,600,2500,medium,apply,mc,,,,,,,,,,,,,Decreasing temperature for an endothermic reaction shifts equilibrium,toward reactants,toward products,increases rate,no change,B,toward products,toward products,,,,,,,,,Heat is a reactant so lower T favors left? Wait correct: endothermic shift to products with heat added (higher T). For decreasing T: toward reactants. Adjust: Increasing temperature for exothermic shifts,toward reactants,,,,https://,2,0,,,,Temperature effect depends on endo/exo (frequent mix-up).,
mc_059,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,lechatelier,Le Chatelier’s Principle,⚖️,Le Chatelier’s Principle,800,3000,medium,apply,mc,,,,,,,,,,,,,A catalyst added to an equilibrium system will,have no effect on position of equilibrium,shift toward products,shift toward reactants,change the value of K,A,have no effect on position of equilibrium,have no effect on position of equilibrium,,,,,,,,,Speeds both directions equally,,,,,https://,2,0,,,,Catalysts affect rate not position (common error: thinks it shifts).,
mc_060,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,lechatelier,Le Chatelier’s Principle,⚖️,Le Chatelier’s Principle,1000,5000,hard,apply,mc,,,,,,,,,,,,,For the equilibrium CaCO3(s) ⇌ CaO(s) + CO2(g) removing CO2 gas will shift the equilibrium,toward products,toward reactants,no shift,decrease K,A,toward products,toward products,,,,,,,,,Heterogeneous; removes product,,,,,https://,2,0,,,,Solids do not appear in K but removal still shifts.,
mc_061,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,equilibrium_constants,Equilibrium Constants,🔬,Equilibrium Constants,200,1000,easy,remember,mc,,,,,,,,,,,,,Kc is large when equilibrium favors,products,reactants,equal amounts,catalyst only,A,products,products,,,,,,,,,Kc >> 1 means mostly products,,,,,https://,2,0,,,,Magnitude of K indicates position (mistake: confuses with rate).,
mc_062,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,equilibrium_constants,Equilibrium Constants,🔬,Equilibrium Constants,400,2000,medium,remember,mc,,,,,,,,,,,,,The expression for Kp uses,partial pressures,molar concentrations,volumes,masses,A,partial pressures,partial pressures,,,,,,,,,For gases Kp vs Kc,,,,,https://,2,0,,,,Kp for gaseous equilibria.,
mc_063,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,equilibrium_constants,Equilibrium Constants,🔬,Equilibrium Constants,600,2500,medium,apply,mc,,,,,,,,,,,,,If Q > K the reaction will shift,toward reactants,toward products,no shift,increase temperature,A,toward reactants,toward reactants,,,,,,,,,Too many products so reverse favored,,,,,https://,2,0,,,,Q vs K direction (reversed logic is common distractor).,
mc_064,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,equilibrium_constants,Equilibrium Constants,🔬,Equilibrium Constants,800,3000,medium,apply,mc,,,,,,,,,,,,,For weak acid HA ⇌ H+ + A- small Ka means,mostly HA at equilibrium,mostly ions,complete dissociation,K large,A,mostly HA at equilibrium,mostly HA at equilibrium,,,,,,,,,Lies to left,,,,,https://,2,0,,,,Links K to acid strength.,
mc_065,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,equilibrium_constants,Equilibrium Constants,🔬,Equilibrium Constants,1000,5000,hard,apply,mc,,,,,,,,,,,,,When Kc = 1 the equilibrium position is,roughly equal reactants and products (depends on stoichiometry),mostly products,mostly reactants,not possible,A,roughly equal reactants and products (depends on stoichiometry),roughly equal reactants and products,,,,,,,,,K=1 does not guarantee 50/50,,,,,https://,2,0,,,,Precise interpretation of K value.,
mc_066,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,conjugates,Conjugate Acid Base Pairs,🔄,Conjugate Acid Base Pairs,200,1000,easy,remember,mc,,,,,,,,,,,,,The conjugate base of HNO3 is,NO3-,H2NO3+,NO2-,HNO2,A,NO3-,NO3-,,,,,,,,,Remove one proton,,,,,https://,2,0,,,,Identify by losing H+ (common: full ionization mistake).,
mc_067,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,conjugates,Conjugate Acid Base Pairs,🔄,Conjugate Acid Base Pairs,400,2000,medium,remember,mc,,,,,,,,,,,,,NH4+ is the conjugate acid of,NH3,NH2-,H3O+,N2,A,NH3,NH3,,,,,,,,,Base + H+ = conjugate acid,,,,,https://,2,0,,,,Add proton to base.,
mc_068,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,conjugates,Conjugate Acid Base Pairs,🔄,Conjugate Acid Base Pairs,600,2500,medium,apply,mc,,,,,,,,,,,,,The stronger the acid the,weaker its conjugate base,stronger its conjugate base,more amphoteric it is,neutral conjugate,A,weaker its conjugate base,weaker its conjugate base,,,,,,,,,Inverse relationship,,,,,https://,2,0,,,,Strength relationship (frequent confusion with direct).,
mc_069,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,conjugates,Conjugate Acid Base Pairs,🔄,Conjugate Acid Base Pairs,800,3000,medium,apply,mc,,,,,,,,,,,,,HCO3- can act as both acid and base so it is,amphoteric,only acid,only base,neutral,A,amphoteric,amphoteric,,,,,,,,,Common in buffers,,,,,https://,2,0,,,,Amphoteric species.,
mc_070,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,conjugates,Conjugate Acid Base Pairs,🔄,Conjugate Acid Base Pairs,1000,5000,hard,apply,mc,,,,,,,,,,,,,In the pair H2PO4- / HPO4^2- the species H2PO4- is acting as,acid when forming HPO4^2-,base when forming H3PO4,both equally,neither,A,acid when forming HPO4^2-,acid when forming HPO4^2-,,,,,,,,,Donates proton in this pair,,,,,https://,2,0,,,,Polyprotic conjugate behavior.,
mc_071,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acid_strength,Acid Strength and Molecular Structure,🧪,Acid Strength and Molecular Structure,200,1000,easy,remember,mc,,,,,,,,,,,,,Acid strength of oxyacids increases with,more oxygen atoms on central atom,fewer oxygen atoms,larger central atom,lower electronegativity,A,more oxygen atoms on central atom,more oxygen atoms on central atom,,,,,,,,,Stabilizes conjugate base,,,,,https://,2,0,,,,Oxyacid trend (common: confuses with binary acids).,
mc_072,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acid_strength,Acid Strength and Molecular Structure,🧪,Acid Strength and Molecular Structure,400,2000,medium,remember,mc,,,,,,,,,,,,,HF is a weaker acid than HI because,the H-F bond is stronger than H-I bond,the H-F bond is weaker,F is larger,I is more electronegative,A,the H-F bond is stronger than H-I bond,the H-F bond is stronger than H-I bond,,,,,,,,,Bond strength dominates down group,,,,,https://,2,0,,,,Binary acid trend.,
mc_073,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acid_strength,Acid Strength and Molecular Structure,🧪,Acid Strength and Molecular Structure,600,2500,medium,apply,mc,,,,,,,,,,,,,Order of increasing strength H2O < H2S < H2Se is due to,decreasing bond strength,increasing bond strength,more oxygen,smaller size,A,decreasing bond strength,decreasing bond strength,,,,,,,,,Weaker bond = easier ionization,,,,,https://,2,0,,,,Group trend for binary acids.,
mc_074,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acid_strength,Acid Strength and Molecular Structure,🧪,Acid Strength and Molecular Structure,800,3000,medium,apply,mc,,,,,,,,,,,,,H2SO4 is stronger than H2SO3 because,sulfur has more oxygen atoms and higher oxidation state in H2SO4,sulfur is larger in H2SO4,fewer hydrogens,H2SO3 has resonance,A,sulfur has more oxygen atoms and higher oxidation state in H2SO4,sulfur has more oxygen atoms and higher oxidation state in H2SO4,,,,,,,,,More O pulls electron density,,,,,https://,2,0,,,,Oxyacid comparison.,
mc_075,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acid_strength,Acid Strength and Molecular Structure,🧪,Acid Strength and Molecular Structure,1000,5000,hard,apply,mc,,,,,,,,,,,,,Resonance in the conjugate base makes CH3COO- more stable than expected so acetic acid is,weaker than predicted from structure alone,stronger,completely dissociated,amphoteric,A,weaker than predicted from structure alone,weaker than predicted from structure alone,,,,,,,,,Delocalized charge stabilizes anion,,,,,https://,2,0,,,,Resonance effect on acid strength.,
mc_076,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,200,1000,easy,remember,mc,,,,,,,,,,,,,Which is a strong base?,NaOH,NH3,CH3NH2,NaCl,A,NaOH,NaOH,,,,,,,,,Alkali hydroxides fully dissociate,,,,,https://,2,0,,,,Strong bases limited to Group 1/2 hydroxides.,
mc_077,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,400,2000,medium,remember,mc,,,,,,,,,,,,,A larger Kb value indicates a,stronger base,weaker base,neutral solution,acid,A,stronger base,stronger base,,,,,,,,,Greater dissociation,,,,,https://,2,0,,,,Kb measures base strength.,
mc_078,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,600,2500,medium,apply,mc,,,,,,,,,,,,,The conjugate base of a strong acid is,very weak,strong,amphoteric,neutral,A,very weak,very weak,,,,,,,,,Strong acid → weak conjugate,,,,,https://,2,0,,,,Relationship holds for bases too.,
mc_079,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,800,3000,medium,apply,mc,,,,,,,,,,,,,In water the strongest base that can exist is,OH-,NH2-,CH3COO-,Cl-,A,OH-,OH-,,,,,,,,,Leveling effect,,,,,https://,2,0,,,,Stronger bases react with water to form OH-.,
mc_080,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,strong_weak_bases,Strong and Weak Bases,🧪,Strong and Weak Bases,1000,5000,hard,apply,mc,,,,,,,,,,,,,For 0.10 M NH3 with Kb = 1.8 × 10^{-5} the base is,weak so mostly undissociated,strong and fully dissociated,neutral,amphoteric,A,weak so mostly undissociated,weak so mostly undissociated,,,,,,,,,Small Kb = limited ionization,,,,,https://,2,0,,,,Apply Kb to classify and predict behavior.,
mc_081,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,200,1000,easy,remember,mc,,,,,,,,,,,,,Kw = [H3O+][OH-] equals 1.0 × 10^{-14} at,25°C,0°C,100°C,any temperature,A,25°C,25°C,,,,,,,,,Standard temperature,,,,,https://,2,0,,,,Autoionization constant.,
mc_082,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,400,2000,medium,remember,mc,,,,,,,,,,,,,For any conjugate acid-base pair Ka × Kb =,Kw,1,Kc,Kw^2,A,Kw,Kw,,,,,,,,,Important relationship,,,,,https://,2,0,,,,Links acid and base strength.,
mc_083,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,600,2500,medium,apply,mc,,,,,,,,,,,,,Percent ionization for a weak acid is higher when the acid is,more dilute,more concentrated,at higher temperature only,with added salt,A,more dilute,more dilute,,,,,,,,,Dilution favors dissociation (Le Chatelier),,,,,https://,2,0,,,,Percent ionization vs concentration.,
mc_084,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,800,3000,medium,apply,mc,,,,,,,,,,,,,If Ka for acetic acid is 1.8 × 10^{-5} then Kb for acetate ion is approximately,Kw/Ka = 5.6 × 10^{-10},1.8 × 10^{-5},Kw × Ka,1,A,Kw/Ka = 5.6 × 10^{-10},Kw/Ka = 5.6 × 10^{-10},,,,,,,,,Conjugate calculation,,,,,https://,2,0,,,,Use Kw relationship.,
mc_085,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_kb_auto,Ka Kb and Autoionization,🔬,Ka Kb and Autoionization,1000,5000,hard,apply,mc,,,,,,,,,,,,,In a solution of weak acid the autoionization of water contribution to [H3O+] is,usually negligible compared to acid dissociation,dominant,equal to acid contribution,always zero,A,usually negligible compared to acid dissociation,usually negligible compared to acid dissociation,,,,,,,,,For most calculations ignore water's contribution,,,,,https://,2,0,,,,When approximation holds.,
mc_086,,3,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,200,1000,easy,remember,mc,,,,,,,,,,,,,pH of 0.001 M strong acid is,3,1,7,11,A,3,3,,,,,,,,,[H+] = 10^{-3} so pH = 3,,,,,https://,2,0,,,,Direct -log for strong monoprotic.,
mc_087,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,400,2000,medium,apply,mc,,,,,,,,,,,,,For 0.020 M NaOH the pOH is,1.7,12.3,2,7.00? pOH = -log(0.02) ≈ 1.70,A,1.7,1.7,,,,,,,,,Strong base pOH = -log[OH-],,,,,https://,2,0,,,,Calculator use for non-integer.,
mc_088,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,600,2500,medium,apply,mc,,,,,,,,,,,,,A solution with [H+] = 2.5 × 10^{-4} M has pH approximately,3.6,4,3,2.6,A,3.6,3.6,,,,,,,,,-log(2.5e-4),,,,,https://,2,0,,,,Sig figs and log calculation.,
mc_089,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,800,3000,medium,apply,mc,,,,,,,,,,,,,pH of 0.0050 M HCl is,2.3,1.3,2,11.7,A,2.3,2.3,,,,,,,,,-log(0.0050) = 2.30,,,,,https://,2,0,,,,Precise value with trailing zero sig fig.,
mc_090,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_strong,pH of Strong Acids and Bases,🧮,pH of Strong Acids and Bases,1000,5000,hard,apply,mc,,,,,,,,,,,,,What is [H+] in a solution with pH = 10.50?,3.2 × 10^{-11} M,10^{-10.5} M both correct but letter,0.000000000032 M approx,,A,3.2 × 10^{-11} M,3.2 × 10^{-11} M,,,,,,,,,10^{-pH},,,,,https://,2,0,,,,Reverse calculation with decimal pH.,
mc_091,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_poh,pH and pOH,📏,pH and pOH,800,3000,medium,apply,mc,,,,,,,,,,,,,What is the pOH of a solution with pH = 9.25 at 25°C?,4.75,9.25,14,10.75? pOH = 14 - pH = 4.75,A,4.75,4.75,,,,,,,,,pH + pOH = 14,,,,,https://,2,0,,,,Common mistake: subtracting from 7 or reversing pH/pOH.,
mc_092,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_poh,pH and pOH,📏,pH and pOH,1000,5000,hard,apply,mc,,,,,,,,,,,,,A solution has [OH-] = 4.0 × 10^{-5} M. What is the pH?,9.6,4.4,5.6,10.40? pOH = 4.40 then pH = 14 - 4.40 = 9.60,A,9.6,9.6,,,,,,,,,[OH-] → pOH → pH (requires calculator),,,,,https://,2,0,,,,Reverse calculation with scientific notation (frequent log direction error).,
mc_093,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acids_bases,Acids and Bases,🧪,Acids and Bases,600,2500,medium,remember,mc,,,,,,,,,,,,,Which statement best describes a weak acid?,It partially dissociates in water,It completely dissociates,It does not dissociate,It only accepts protons,A,It partially dissociates in water,It partially dissociates in water,,,,,,,,,Produces few H+ ions,,,,,https://,2,0,,,,Common error: thinking all acids are strong or weak acids fully ionize.,
mc_094,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acids_bases,Acids and Bases,🧪,Acids and Bases,800,3000,medium,apply,mc,,,,,,,,,,,,,The strength of an acid increases as the stability of its conjugate base,increases,decreases,stays the same,becomes neutral,A,increases,increases,,,,,,,,,More stable conjugate = stronger acid,,,,,https://,2,0,,,,Links structure to strength (students often reverse this).,
mc_095,,3,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,acids_bases,Acids and Bases,🧪,Acids and Bases,1000,5000,hard,apply,mc,,,,,,,,,,,,,Why is HCl a strong acid while HF is weak?,H-Cl bond is weaker than H-F bond,H-F bond is weaker,Cl is more electronegative,F has higher electronegativity but bond strength dominates,A,H-Cl bond is weaker than H-F bond,H-Cl bond is weaker than H-F bond,,,,,,,,,Bond strength vs polarity in hydrohalic acids,,,,,https://,2,0,,,,Deeper structural reasoning.,
mc_096,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_calc,Acid-Base Calculations,🧮,Acid-Base Calculations,200,1000,easy,remember,mc,,,,,,,,,,,,,The pH of 0.010 M HCl (strong acid) is,2,1,7,12,A,2,2,,,,,,,,,[H+] = 0.010 M so pH = 2,,,,,https://,2,0,,,,Basic strong acid calculation (mistake: forgetting log or using pOH).,
mc_097,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_calc,Acid-Base Calculations,🧮,Acid-Base Calculations,400,2000,medium,apply,mc,,,,,,,,,,,,,What is the pOH of 0.0050 M NaOH (strong base)?,2.3,11.7,1.7,12.30? pOH = -log(0.0050) = 2.30,A,2.3,2.3,,,,,,,,,Strong base: pOH = -log[OH-],,,,,https://,2,0,,,,Non-integer log practice.,
mc_098,,3,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ph_calc,Acid-Base Calculations,🧮,Acid-Base Calculations,600,2500,medium,apply,mc,,,,,,,,,,,,,A 0.0010 M solution of a strong monoprotic acid has pH =,3,1,7,11,A,3,3,,,,,,,,,[H+] = 0.0010 → pH = 3.00,,,,,https://,2,0,,,,Simple but reinforces concentration to pH.,
mc_099,,1,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_calc,Ka Kb Calculations,🔬,Ka Kb Calculations,200,1000,easy,remember,mc,,,,,,,,,,,,,The Ka expression for HA ⇌ H+ + A- is,[H+][A-]/[HA],[HA]/[H+][A-],[H+]/[A-],1/[H+],A,[H+][A-]/[HA],[H+][A-]/[HA],,,,,,,,Correct equilibrium expression (common reversal error).,,,,https://,2,0,,,,Standard Ka setup.,,,
mc_100,,2,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_calc,Ka Kb Calculations,🔬,Ka Kb Calculations,400,2000,medium,remember,mc,,,,,,,,,,,,,For a conjugate acid-base pair,Ka × Kb =,Kw,1,Kw²,14,A,Kw,Kw,,,,,,,,,Key relationship,,,,,https://,2,0,,,,Students often forget or misremember as 1 or Kw².
mc_101,,3,ch11,Chapter 11,Acids Bases Equilibrium,⚗️,ka_calc,Ka Kb Calculations,🔬,Ka Kb Calculations,600,2500,medium,apply,mc,,,,,,,,,,,,,If Ka for a weak acid is 1.8 × 10^{-5},its conjugate base has Kb =,Kw / Ka ≈ 5.6 × 10^{-10},1.8 × 10^{-5},Kw × Ka,10^{-14} / 1.8,A,Kw / Ka ≈ 5.6 × 10^{-10},Kw / Ka,,,,,,,,,Calculate Kb from Ka,,,,,https://,2,0,,,,Conjugate calculation practice.
